reasoner,repetition,synthetic_users,synthetic_triples,query_id,category,tier,execution_scope,authority,privacy_class,merge_strategy,source_roles,source_count,duration_ms,node_duration_ms_sum,result_count,ask_result,result_digest,status,censored,failed_phase,timeout_seconds,error
rdfs_owlrl,2,100,7021,EXT-Q11,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,42.273166,120.05716100000001,125,,d10f1a5cd8517d29f509a64e5fda02dd5a7dd6efad8bfa95a5d0644b462177b0,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q12,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,42.348648,119.897234,128,,0444374ff467f047d001f046d64d1a86263d42f4d4185f8bd16178a3aac1262d,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q13,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,44.435611,130.002646,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q14,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,44.563796,130.65985,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q15,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,117.818074,335.592766,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q16,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,52.971185,154.812525,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q17,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,29.359296,75.69993600000001,8,,3071bd3ad9cc1daac2632f317152a64e2d9d9e0d189068465ece1f8c3872334f,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q18,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,54.426815,151.244023,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q19,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,53.515611,151.45665400000001,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q20,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,13.038926,38.499756,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q21,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,25.991463,73.295344,69,,e470cf117e15674f2b501e1b85b0e980f2f2238a5932233d053101e7748e48c4,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q22,security_identity,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,330.18063,960.478122,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q23,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,26.185945,72.951751,3,,3955e7b96dea26719774b2d2a200be73c38cf84521f9352a6b96ed1af0a71d7a,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q24,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,58.888963,150.825704,102,,9106f5862cc8600b6d5ae37435c36d2734394a0ad4470feea1fb4f9925aa6872,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q25,data_lifecycle,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,74.186204,215.38016299999998,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q26,security_identity,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,46.717944,135.59696300000002,104,,d032cc59f511f29f0ba5b4a8ec962dbd24952b8594d3e52130be63c2cf3e33dd,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q27,security_identity,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,49.276463,120.124432,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q28,security_identity,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,19.046043,56.407043,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q29,security_identity,core,cloud,global,internal,single,cloud,1,3.232224,3.232224,1,,5e56d4b1c34d01016304a6e8bc0397a3d6e7898ce43942ff1b6aab07b06810f2,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q30,security_identity,core,cloud,global,internal,single,cloud,1,3.137243,3.137243,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q31,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,18.849727,55.369708,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q32,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,11.806112,34.602108,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q33,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,193.973039,238.201705,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q34,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,18.793801,56.065597,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q35,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,23.224037,65.95686,106,,f68d3a56a8b372110adb0609644ee820cc2af42e928c009699efee64cbd66b70,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q36,context_zones,core,authority_key:http://example.org/smartcity#UserA,data_owner,confidential,single,edge1,1,21.854463,21.854463,1,,b691a10c930fd32c789bb07f0f1fd7d606e3241b1fbe110ce3bb9c0f5b95cd37,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q37,context_zones,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,64.043519,182.28311200000002,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q38,context_zones,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,35.599574,106.087136,1,,d0d58146bc80e4e03947b8200631e8b89fdb27ee77b2a31daf4bee1a10c44367,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q39,context_zones,core,authority_key:http://example.org/smartcity#UserA,data_owner,confidential,single,edge1,1,15.257129,15.257129,5,,1ca154c8210da56b45e42825f86a318f53dc0325a456648a0db2cbcced59de18,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q40,trust,core,fog,regional,internal,single,fog,1,27.971167,27.971167,8,,668e8d3da023436e0b3b53c5f12489c55929c5346903d5c0b7b1b992f823f8df,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q41,trust,core,fog,regional,internal,single,fog,1,24.768352,24.768352,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q42,trust,core,fog,regional,internal,single,fog,1,19.750315,19.750315,5,,a936f8276a646c3f47213c62eb605f825d8fee770920c38f095ae922a5febc96,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q43,trust,core,fog,regional,internal,single,fog,1,32.097389,32.097389,8,,b194843fbc8955399d428ae6e4e9bb4101fe20226aa76f0f1491397c8ce797c2,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q44,trust,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,23.137297,62.264971,10,,106b6808e582efd6a78626f18c7807191e7a08ebe629f87847227d80e6ce6f19,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q45,trust,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,47.972815,138.28426,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q46,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,33.817352,87.04544200000001,11,,497649f7b7fb5bb312db17c133552fcb5363c177bcdf3a7d4da3f9e09d27ef3a,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q47,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,38.054129,95.334961,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q48,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,34.191018,98.222575,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q49,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,28.150944,78.20666,8,,61a1a998385e4071933469d06cffd5e2cd092016daefcdce08d2e38a8bf4d078,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q50,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,32.879463,98.40233699999999,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q51,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,31.8275,78.374214,32,,d96e9e0968e2bb5a55d9ce98a9e9522d5cb6082d083dcb5d8b65c30d87614d48,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q52,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,29.557018,79.220267,32,,e4cc722951be46789eb75264501a53ba96774192510017491e856efc76f0aa19,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q53,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,50.826444,146.365355,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q54,decision,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,38.496704,109.46700799999999,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q55,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,21.267963,59.583228000000005,8,,8c3e48566f94616cee569d9b5812ba30ec566c1adc22c2c92d13749c523df534,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q56,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,49.429685,146.044171,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q57,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,186.379277,224.759172,7,,058d2944c03f01a48917edc20c871d5f86e2b184778cd894bf433e94a8ffca12,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q58,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,30.849983,89.84768600000001,7,,5a003716962d1299d69dd1de460f6a48eb40b34fbbb1eeb486379f039621a795,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q59,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,74.273629,151.266658,46,,6d76048920e8bb121bc7b88947a49ba8133cedadb9c2c7dcfa1f864eb8cdb281,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q60,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,26.644352,77.204958,1,,285931564bf116179a45da920fdf958a3347ea1df763213bb7e2afba77c47d16,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q61,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,7.963981,23.587730999999998,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q62,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,22.790778,67.048842,1,,3dafef0eca79c68f05b79939f40198bc13232639d500d3e9875bc263b0f00d4d,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q63,delegation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,24.558741,72.132512,1,,d4b4c3785ae985658dfc4a4433dd002e5aec5a2321080af4e85474c06a3404f5,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q64,delegation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,21.811056,62.307674000000006,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q65,delegation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,13.227018,38.520312,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q66,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,26.899889,73.877326,2,,1a9af60cfbb87dd79b68021c3d70e1ee6f230e648f1ad6360ef50fffd374b4df,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q67,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,41.583204,117.624362,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q68,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,25.249611,74.6354,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q69,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,28.143482,81.414868,2,,8271d93912e320b11a3ca6d70e5061d5132abb26053b022198090871531d61eb,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q70,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,109.824629,181.193507,204,,01824916f48e90d6c6df066f2950c4d8a2e2d6f71ba4af556d43e8921ae41930,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q71,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,42.161111,110.600488,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q72,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,30.755426,86.37581,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q73,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,273.676704,749.6936479999999,1010,,8063e96114d0974d3751ccec20b20889462cf9f199bff40c10b7b815850c2cba,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q74,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,386.465333,1070.572317,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q75,validation,core,cloud,global,internal,single,cloud,1,17.433329,17.433329,74,,8dd432df42d733f2411b2aebc51682848ddadc97425c41088f0a99090f77f1c0,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q76,validation,core,cloud,global,internal,single,cloud,1,6.582843,6.582843,9,,50bf3d3f7f446e045722279f6d243ecc804cd2cf73b381d9c89f530b567855ea,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q77,validation,core,cloud,global,internal,single,cloud,1,9.137569,9.137569,6,,ba52fb52449a77784e328f0aaa19807ddd9156c7457ea722a8af2f2082dce9ad,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q78,policy_governance,core,cloud,global,internal,single,cloud,1,12.445967,12.445967,37,,dc49d089c1cfb621b31177ad5794c8ca7638f40689eba56af4f4ea2a38c683f1,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q79,policy_governance,core,cloud,global,internal,single,cloud,1,12.277017,12.277017,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,100,7021,EXT-Q80,validation,core,cloud,global,internal,single,cloud,1,32.052468,32.052468,13,,7b81a06628b0ed47983abd578c902f47906271bc5a38f63144daa74510daf865,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q01,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,215.485148,299.780866,104,,7a332083bdc04cec27394e5cf23941c792d1de0c41d27f4134d42e1cea73f268,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q02,topology,core,authority_key:http://example.org/smartcity#UserB,data_owner,confidential,single,edge2,1,235.650203,235.650203,11,,363f868a57a5e5f601b8d524b05460273fbf45427eb805af595f694133371b51,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q03,wellbeing,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,33.252537,97.07957599999999,104,,0f2929f844a525d68830fa50f52519857f1dd010ded0bf5e04d4a24c86c05552,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q04,decision,core,authority_key:http://example.org/smartcity#UserB,data_owner,confidential,single,edge2,1,21.433055,21.433055,7,,cc222a87554e870ffae43cba023647670c0589b8ec1b4500dd1d797a399c3bf2,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q05,wellbeing,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,20.300019,57.148596999999995,5,,4b096b851fd9e6935d2e2e6c7bd57464c473db58008af4b34e60338033a84d23,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q06,identity_consent,core,cloud,global,internal,single,cloud,1,4.790102,4.790102,10,,f8aebcef3bdb5c68142d34426190fd6a36c4b31394471c9c7602e6c19e67ff84,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q07,observability,core,fog,regional,internal,single,fog,1,51.080981,51.080981,8,,ca2b51bfcca172872762ed97ca97be2a1dcd2b9c7281006f9eb3bccef56ed28e,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q08,observability,core,fog,regional,internal,single,fog,1,37.806148,37.806148,2,,6527f1e187dfa51f5dc78e109fe2d9fb47aed82a4ec8f897d1dda6ee6850aa0a,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q09,wellbeing,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,40.819981,117.774437,106,,2f052795c45af5c73a4ed56c6d53f566c3a6a97f8e256bd42d191c915baca6ff,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q10,observability,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,54.813759,160.672158,104,,e6e6be0bea1007e8a0a509db5dd6923dbe3b169736a394cf93f38246d8a7dca8,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q11,wellbeing,core,authority_key:http://example.org/smartcity#UserA,data_owner,confidential,single,edge1,1,15.009,15.009,1,,941d461ce01f2fa52ba95291e46e52524d75bd44e2b938eab7e81404936a8b7c,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q12,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,14.560685,42.544109999999996,1,,ddcd6b8cd42f3d2e1f6aa052eeeca5d4423f9db85cdc91915481db3956dfffff,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q13,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,18.459611,54.17832,1,,25e56d4be1969d1d6de5386e2c3ff26456f8069edb7847a9dc7e32a9b09c8948,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q14,delegation,core,authority_key:http://example.org/smartcity#UserA,data_owner,confidential,single,edge1,1,21.587759,21.587759,1,,dcd8c3258e95549dde016df10cf22183c036214d75d30e686ca7ac2fb5ea3271,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q15,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,11.788352,34.785292,1,,7ac55bded7c8d1294bfcac4ddeb28b5921a8083a19185e216bf5d1c0d62bd370,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q16,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,26.87413,75.630549,3,,550eeca87dc96402bbed090f1737eaacfb6b27d2290401797018cbcf303b8147,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q17,context_zones,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,19.266723,54.482523,1,,50b7b5a085e0802a1897953a959e0c9ea4c5f943dc26de55b2219ea7deac4b89,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q18,context_zones,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,10.752222,30.759216000000002,1,,200d4d55bb0d8b9374961d2df3fa99d83d8caf54dc79a7784bb84dd44b081eda,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q19,decision,core,fog,regional,internal,single,fog,1,34.831629,34.831629,5,,14ff5f393f619913b6627f132ac802eb3d0b2560e5619a0d995e34dac1f39b45,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q20,identity_consent,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,42.490871,124.965126,104,,80c72d53f7954de49ca8c6c413b59e0b475eda97cf0ca823b08155ca43c94d68,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q21,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,43.888889,102.691941,11,,7fc13e36a90de226eedecbd26ccd453be5ba11798c2c5af4a7d857a15cbb7e1e,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q22,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,24.782926,72.055604,3,,70205401426a8e8adbf4220710b3638c6a47af2e7e7264f0b771b1bcbb070e80,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q23,topology,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,36.443796,107.66460000000001,101,,0bee89d20c1ee8a1d30f5f49705252478356280884ac29a85e9d22cae3d943b7,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q24,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,30.538444,82.176995,5,,0d4871d54d4eadbfa110f9223c2a6b641ea8c65326db34ade1288d5eab5ceb54,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q25,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,13.639982,40.740333,1,,4591a69ecb6837fd65b28a9688ad10f0fb7b8ca54c1a6ac395ef142fc831cfbf,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q26,observability,core,fog,regional,internal,boolean_or,fog,1,8.46326,8.46326,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q27,adaptation,core,authorities,data_owner,confidential,boolean_or,edge1|edge2|edge3,3,8.624148,25.539343,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q28,identity_consent,domain,authorities,data_owner,restricted,boolean_or,edge1|edge2|edge3,3,65.785482,152.220017,0,False,92b91e0dd8f69dcc43f3c56062f944147504cf0d80f20c98005fda34c727fd7e,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q29,topology,core,fog,regional,internal,boolean_or,fog,1,14.119056,14.119056,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q30,federation,core,authorities,data_owner,confidential,boolean_or,edge1|edge2|edge3,3,8.89477,22.478955,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q31,identity_consent,core,cloud,global,internal,single,cloud,1,4.857124,4.857124,3,,66874cf8756143b9365cd0ce258e694f4e2eaf6ea8e73bc6693fe83bc83ed3f4,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q32,decision,core,fog,regional,internal,single,fog,1,16.207,16.207,4,,b91031de6b6257d2428b9195175f3c860291b874d6603c50eb4713a1b65b2628,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q33,observability,core,authority_key:http://example.org/smartcity#UserB,data_owner,confidential,single,edge2,1,24.379648,24.379648,6,,590b19873c6fa442afdadbc8ed5ebb9588a33006923bfed39c1b6215b8f0bb25,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q34,topology,core,fog,regional,internal,single,fog,1,16.073408,16.073408,1,,7c66062f36ae31e8068455da76c0bb4f918e7f6b8ecee7cd8a7946f3b6047884,completed,False,,,
rdfs_owlrl,3,100,7021,BASE-Q35,delegation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,62.897111,123.343705,223,,3ba95108702ca49a42a1e72048de1f35e44f82ca800d0df0555dfd01224572cd,completed,False,,,
rdfs_owlrl,3,100,7021,EXT-Q01,semantic_schema,core,cloud,global,internal,single,cloud,1,7.731356,7.731356,6,,66d5edbbdc2282624ffec271a4a523a20fdc7331b886d2884edf86a885532bcc,completed,False,,,
rdfs_owlrl,3,100,7021,EXT-Q02,semantic_schema,core,cloud,global,internal,single,cloud,1,4.92187,4.92187,3,,81bea9a8c2d4cf1237d7fb131249cc18ec4ca629eeabaadbd5f0b9b58d3e3333,completed,False,,,
rdfs_owlrl,3,100,7021,EXT-Q03,policy_governance,core,cloud,global,internal,single,cloud,1,19.029026,19.029026,79,,d73ae3d5ddfcd345147bae778101c21ab13194fca3fa92ad08259d39931b66d5,completed,False,,,
rdfs_owlrl,3,100,7021,EXT-Q04,policy_governance,core,cloud,global,internal,single,cloud,1,17.290888,17.290888,55,,fced7e97d29b215a8321753998b7519dc1825dacc4af090c67ffc54bee4479bc,completed,False,,,
rdfs_owlrl,3,100,7021,EXT-Q05,semantic_schema,core,cloud,global,internal,single,cloud,1,17.445303,17.445303,17,,e0fc9190703b6a7b2695ddc448f5c7e54c4feeff2545477c3194ebfd8ccb1f0c,completed,False,,,
rdfs_owlrl,3,100,7021,EXT-Q06,semantic_schema,core,cloud,global,internal,single,cloud,1,4.792859,4.792859,12,,1377568d225cfb45a1899c2ea951adf7ebda5ada4e188dbf5f114110484fa3ae,completed,False,,,
rdfs_owlrl,3,100,7021,EXT-Q07,policy_governance,core,cloud,global,internal,single,cloud,1,9.46223,9.46223,67,,c3cf27e703656fdaa8295f23b31076c1afcb14a5022b1b47538e2961fe033646,completed,False,,,
