suite,reasoner,repetition,synthetic_users,synthetic_triples,calibration_reused,endpoint,role,tier_name,status,censored,reasoning_ms,generation_ms,prepare_transport_attempts,calibration_query_ms,calibration_transport_attempts,predicted_query_ms,measured_query_ms,query_count,query_transport_attempts,query_id,category,tier,duration_ms,result_count,ask_result,result_digest,failed_phase,timeout_seconds,error
scalability,rdfs,1,1000,70210,True,http://10.151.73.241:8391,fog,fog,completed,False,19803.699137,1671.923999,1,3385.338701,1,2681.0104580000007,11611.159921999999,18,1,,,,,,,,,,
scalability,rdfs,1,1000,70210,True,http://10.151.73.34:8391,edge1,edge,completed,False,19702.311803,1929.359036,1,3321.3991679999995,1,2669.407428,2130.7011839999996,15,1,,,,,,,,,,
scalability,rdfs,1,1000,70210,True,http://10.151.73.143:8391,edge2,edge,completed,False,19611.750988,2161.27648,1,3820.600444,1,2670.756036,10696.502086999999,14,1,,,,,,,,,,
scalability,rdfs,1,1000,70210,True,http://10.151.73.173:8391,edge3,edge,completed,False,20295.50842,1976.210897,1,3354.212343,1,2682.2959670000005,3585.336427,19,1,,,,,,,,,,
scalability,rdfs,2,1000,70210,True,http://127.0.0.1:8391,cloud,cloud,completed,False,4259.107286,405.774493,1,1029.846211,1,2679.6299799999997,19286.576428999997,49,1,,,,,,,,,,
scalability,rdfs,2,1000,70210,True,http://10.151.73.241:8391,fog,fog,completed,False,20392.495822,2657.535517,1,3385.338701,1,2681.0104580000007,11597.453842,18,1,,,,,,,,,,
scalability,rdfs,2,1000,70210,True,http://10.151.73.34:8391,edge1,edge,completed,False,19857.994896,2665.754572,1,3321.3991679999995,1,2669.407428,2162.84459,15,1,,,,,,,,,,
scalability,rdfs,2,1000,70210,True,http://10.151.73.143:8391,edge2,edge,completed,False,19581.093229,3237.046424,1,3820.600444,1,2670.756036,10683.268569000002,14,1,,,,,,,,,,
scalability,rdfs,2,1000,70210,True,http://10.151.73.173:8391,edge3,edge,completed,False,20322.036378,2331.282323,1,3354.212343,1,2682.2959670000005,3593.8076799999994,19,1,,,,,,,,,,
scalability,rdfs,3,1000,70210,True,http://127.0.0.1:8391,cloud,cloud,completed,False,4181.780729,525.348095,1,1029.846211,1,2679.6299799999997,19387.17034,49,1,,,,,,,,,,
scalability,rdfs,3,1000,70210,True,http://10.151.73.241:8391,fog,fog,completed,False,19837.728433,2651.432683,1,3385.338701,1,2681.0104580000007,12602.380307000001,18,1,,,,,,,,,,
scalability,rdfs,3,1000,70210,True,http://10.151.73.34:8391,edge1,edge,completed,False,20254.531747,2608.16374,1,3321.3991679999995,1,2669.407428,2176.293868,15,1,,,,,,,,,,
scalability,rdfs,3,1000,70210,True,http://10.151.73.143:8391,edge2,edge,completed,False,20368.550265,3093.956739,1,3820.600444,1,2670.756036,10674.515199,14,1,,,,,,,,,,
scalability,rdfs,3,1000,70210,True,http://10.151.73.173:8391,edge3,edge,completed,False,20259.023819,2357.815393,1,3354.212343,1,2682.2959670000005,3611.112907,19,1,,,,,,,,,,
,owlrl,1,1000,,False,,,,timeout,True,,,,,,,,,,__phase__,,,,,,,calibration-prepare,60.0,"RuntimeError: Distributed phase 'prepare' failed on role=edge3 endpoint=http://10.151.73.173:8391 after 58112.91 ms: HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 58.0s"", ""timeout"": true}"
,owlrl,2,1000,,False,,,,skipped_after_timeout,True,,,,,,,,,,__phase__,,,,,,,early-stop,90.0,"RuntimeError: Distributed phase 'prepare' failed on role=edge3 endpoint=http://10.151.73.173:8391 after 58112.91 ms: HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 58.0s"", ""timeout"": true}"
,owlrl,3,1000,,False,,,,skipped_after_timeout,True,,,,,,,,,,__phase__,,,,,,,early-stop,90.0,"RuntimeError: Distributed phase 'prepare' failed on role=edge3 endpoint=http://10.151.73.173:8391 after 58112.91 ms: HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 58.0s"", ""timeout"": true}"
,rdfs_owlrl,1,1000,,False,,,,skipped_after_timeout,True,,,,,,,,,,__phase__,,,,,,,early-stop,90.0,"RuntimeError: Distributed phase 'prepare' failed on role=edge1 endpoint=http://10.151.73.34:8391 after 58068.58 ms: HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 58.0s"", ""timeout"": true}"
,rdfs_owlrl,2,1000,,False,,,,skipped_after_timeout,True,,,,,,,,,,__phase__,,,,,,,early-stop,90.0,"RuntimeError: Distributed phase 'prepare' failed on role=edge1 endpoint=http://10.151.73.34:8391 after 58068.58 ms: HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 58.0s"", ""timeout"": true}"
,rdfs_owlrl,3,1000,,False,,,,skipped_after_timeout,True,,,,,,,,,,__phase__,,,,,,,early-stop,90.0,"RuntimeError: Distributed phase 'prepare' failed on role=edge1 endpoint=http://10.151.73.34:8391 after 58068.58 ms: HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 58.0s"", ""timeout"": true}"
