category,layout,median,n,p95,query_id,reasoner,role,total
identity_consent,replicated,29.751056,3,29.9325887,EXT-Q13,rdfs_owlrl,edge2,89.230778
identity_consent,replicated,26.455352,3,26.8545344,EXT-Q21,rdfs_owlrl,edge2,79.419944
security_identity,replicated,15.843593,3,16.3358255,EXT-Q29,rdfs_owlrl,edge2,47.431204
data_lifecycle,replicated,17.178259,3,17.664709,EXT-Q35,rdfs_owlrl,edge2,52.039165999999994
trust,replicated,28.424352,3,167.22000119999998,EXT-Q40,rdfs_owlrl,edge2,239.479407
trust,replicated,31.865408,3,32.109890299999996,EXT-Q43,rdfs_owlrl,edge2,95.67375999999999
decision,replicated,32.85163,3,33.4272799,EXT-Q48,rdfs_owlrl,edge2,99.125316
decision,replicated,21.493445,3,22.100994500000002,EXT-Q55,rdfs_owlrl,edge2,64.476871
adaptation,replicated,22.792741,3,22.8474574,EXT-Q62,rdfs_owlrl,edge2,68.404871
delegation,replicated,24.711074,3,24.843324499999998,EXT-Q63,rdfs_owlrl,edge2,73.644593
topology,replicated,22.021694,3,22.094910799999997,BASE-Q02,rdfs_owlrl,edge3,65.993637
identity_consent,replicated,15.819168,3,15.9524679,BASE-Q06,rdfs_owlrl,edge3,47.494892
observability,replicated,33.697061,3,34.2947114,BASE-Q07,rdfs_owlrl,edge3,101.39244199999999
federation,replicated,29.108888,3,29.1802886,BASE-Q24,rdfs_owlrl,edge3,86.614941
adaptation,replicated,8.472844,3,8.5405942,BASE-Q27,rdfs_owlrl,edge3,25.064402
decision,replicated,16.450243,3,16.7314768,BASE-Q32,rdfs_owlrl,edge3,49.327580999999995
semantic_schema,replicated,29.242129,3,142.2865543,EXT-Q01,rdfs_owlrl,edge3,212.362099
identity_consent,replicated,59.318223,3,59.330606100000004,EXT-Q15,rdfs_owlrl,edge3,177.83152
data_lifecycle,replicated,10.907477,3,11.0640266,EXT-Q32,rdfs_owlrl,edge3,32.821023
context_zones,replicated,15.201204,3,15.3559041,EXT-Q39,rdfs_owlrl,edge3,45.559668
decision,replicated,34.489839,3,34.5289557,EXT-Q51,rdfs_owlrl,edge3,103.125184
decision,replicated,29.254,3,30.5737852,EXT-Q58,rdfs_owlrl,edge3,88.77302
audit_temporal,replicated,47.29654,3,156.30982659999998,EXT-Q71,rdfs_owlrl,edge3,260.962251
audit_temporal,replicated,213.686545,3,213.7131787,EXT-Q74,rdfs_owlrl,edge3,639.0717070000001
validation,replicated,178.683853,3,179.0346874,EXT-Q80,rdfs_owlrl,edge3,535.7628179999999
wellbeing,replicated,23.08887,3,23.66397,BASE-Q03,rdfs_owlrl,fog,69.720833
wellbeing,replicated,19.541334,3,19.5871998,BASE-Q05,rdfs_owlrl,fog,58.638686
observability,replicated,34.751537,3,35.1050543,BASE-Q10,rdfs_owlrl,fog,104.488538
wellbeing,replicated,14.417352,3,14.4325521,BASE-Q11,rdfs_owlrl,fog,42.989112
identity_consent,replicated,11.437463,3,12.046780100000001,BASE-Q15,rdfs_owlrl,fog,34.880908
federation,replicated,25.797389,3,26.1626387,BASE-Q16,rdfs_owlrl,fog,77.753333
topology,replicated,11.414519,3,11.8525013,BASE-Q34,rdfs_owlrl,fog,34.456796
delegation,replicated,68.706426,3,70.3521588,BASE-Q35,rdfs_owlrl,fog,207.773499
policy_governance,replicated,35.004426,3,35.0119095,EXT-Q07,rdfs_owlrl,fog,104.351186
identity_consent,replicated,29.973371,3,29.9854373,EXT-Q14,rdfs_owlrl,fog,89.033297
security_identity,replicated,13.124018,3,14.2488353,EXT-Q30,rdfs_owlrl,fog,40.461463
data_lifecycle,replicated,18.984259,3,128.0415421,EXT-Q31,rdfs_owlrl,fog,176.786499
trust,replicated,25.925111,3,25.9413443,EXT-Q41,rdfs_owlrl,fog,77.101555
trust,replicated,24.855648,3,27.674831400000002,EXT-Q44,rdfs_owlrl,fog,77.231629
adaptation,replicated,80.870518,3,82.5757183,EXT-Q59,rdfs_owlrl,fog,244.09862900000002
federation,replicated,28.027241,3,28.125440899999997,EXT-Q69,rdfs_owlrl,fog,84.103816
identity_consent,sharded,3.947127,3,3.9865317,BASE-Q06,owlrl,cloud,11.881829
identity_consent,sharded,3.910011,3,3.9505353,BASE-Q31,owlrl,cloud,11.565593
semantic_schema,sharded,6.535154,3,8.0909525,EXT-Q01,owlrl,cloud,21.31476
semantic_schema,sharded,4.76239,3,5.7095275,EXT-Q02,owlrl,cloud,15.30737
policy_governance,sharded,15.405217,3,15.5791483,EXT-Q03,owlrl,cloud,46.342978
policy_governance,sharded,14.339119,3,14.430319599999999,EXT-Q04,owlrl,cloud,42.896677
semantic_schema,sharded,17.216017,3,19.6036675,EXT-Q05,owlrl,cloud,54.014061
semantic_schema,sharded,3.838626,3,4.48902,EXT-Q06,owlrl,cloud,11.749880000000001
policy_governance,sharded,9.462275,3,11.4810515,EXT-Q07,owlrl,cloud,30.125305
policy_governance,sharded,55.321078,3,56.282728,EXT-Q08,owlrl,cloud,166.77181000000002
policy_governance,sharded,14.736646,3,14.7491047,EXT-Q09,owlrl,cloud,43.990629999999996
policy_governance,sharded,39.13777,3,51.1977475,EXT-Q10,owlrl,cloud,130.706152
security_identity,sharded,3.233195,3,3.9555952999999997,EXT-Q29,owlrl,cloud,10.307436
security_identity,sharded,2.592651,3,3.2802626999999998,EXT-Q30,owlrl,cloud,8.357266
validation,sharded,17.602026,3,17.7437544,EXT-Q75,owlrl,cloud,52.856981000000005
validation,sharded,5.259248,3,8.2831715,EXT-Q76,owlrl,cloud,18.750488
validation,sharded,9.25358,3,9.399092,EXT-Q77,owlrl,cloud,27.522712
policy_governance,sharded,12.737448,3,14.9172939,EXT-Q78,owlrl,cloud,40.369457
policy_governance,sharded,10.105021,3,12.1064365,EXT-Q79,owlrl,cloud,32.396927
validation,sharded,33.126854,3,76.97361199999999,EXT-Q80,owlrl,cloud,147.42344
identity_consent,sharded,28.894037,3,29.8726196,BASE-Q01,owlrl,edge1,87.730295
wellbeing,sharded,20.222833,3,20.6225338,BASE-Q03,owlrl,edge1,61.086518999999996
wellbeing,sharded,20.205389,3,20.783688499999997,BASE-Q05,owlrl,edge1,61.21435099999999
wellbeing,sharded,25.521352,3,25.5454522,BASE-Q09,owlrl,edge1,76.204631
observability,sharded,29.697722,3,29.7524393,BASE-Q10,owlrl,edge1,88.816111
wellbeing,sharded,14.457148,3,14.8029307,BASE-Q11,owlrl,edge1,43.666573
adaptation,sharded,14.027315,3,14.3971988,BASE-Q12,owlrl,edge1,42.392446
adaptation,sharded,18.708352,3,18.7662184,BASE-Q13,owlrl,edge1,55.914315
delegation,sharded,17.2365,3,17.2671828,BASE-Q14,owlrl,edge1,51.260425
identity_consent,sharded,11.349297,3,11.5768962,BASE-Q15,owlrl,edge1,34.264667
federation,sharded,26.663815,3,27.4239145,BASE-Q16,owlrl,edge1,80.551759
context_zones,sharded,16.575667,3,16.8874,BASE-Q17,owlrl,edge1,49.981426
context_zones,sharded,10.470018,3,10.6293189,BASE-Q18,owlrl,edge1,31.466110999999998
identity_consent,sharded,26.365944,3,26.4426105,BASE-Q20,owlrl,edge1,78.658128
decision,sharded,32.153241,3,32.792523599999996,BASE-Q21,owlrl,edge1,96.236333
adaptation,sharded,24.409074,3,24.9646737,BASE-Q22,owlrl,edge1,73.609537
topology,sharded,22.206833,3,22.2815501,BASE-Q23,owlrl,edge1,66.403666
federation,sharded,29.690278,3,29.7991771,BASE-Q24,owlrl,edge1,88.71933200000001
identity_consent,sharded,13.584,3,13.5961671,BASE-Q25,owlrl,edge1,40.473371
adaptation,sharded,8.814019,3,9.2257852,BASE-Q27,owlrl,edge1,26.646425999999998
identity_consent,sharded,61.498018,3,63.927085600000005,BASE-Q28,owlrl,edge1,187.076277
federation,sharded,6.643241,3,7.3138076000000005,BASE-Q30,owlrl,edge1,20.62687
delegation,sharded,57.038037,3,57.0591537,BASE-Q35,owlrl,edge1,170.672703
identity_consent,sharded,28.833166,3,29.0847997,EXT-Q11,owlrl,edge1,86.436444
identity_consent,sharded,29.21963,3,29.5622294,EXT-Q12,owlrl,edge1,88.029797
identity_consent,sharded,24.028907,3,24.502124300000002,EXT-Q13,owlrl,edge1,72.59131500000001
identity_consent,sharded,24.083815,3,24.4818319,EXT-Q14,owlrl,edge1,72.620001
identity_consent,sharded,48.310592,3,48.376526,EXT-Q15,owlrl,edge1,144.906907
identity_consent,sharded,15.327741,3,138.1961901,EXT-Q16,owlrl,edge1,182.465166
identity_consent,sharded,26.678722,3,26.7211561,EXT-Q17,owlrl,edge1,79.608686
identity_consent,sharded,29.438277,3,30.0714774,EXT-Q18,owlrl,edge1,88.484999
identity_consent,sharded,39.212278,3,40.1515117,EXT-Q19,owlrl,edge1,118.602112
identity_consent,sharded,13.061907,3,13.538124,EXT-Q20,owlrl,edge1,39.697888
identity_consent,sharded,24.85774,3,25.4105578,EXT-Q21,owlrl,edge1,75.157185
security_identity,sharded,89.693222,3,89.8618055,EXT-Q22,owlrl,edge1,267.946203
data_lifecycle,sharded,26.118463,3,26.9853457,EXT-Q23,owlrl,edge1,79.07587
data_lifecycle,sharded,27.3905,3,27.6161165,EXT-Q24,owlrl,edge1,81.901592
data_lifecycle,sharded,43.363814,3,43.5674984,EXT-Q25,owlrl,edge1,130.072129
security_identity,sharded,19.860722,3,20.2343057,EXT-Q26,owlrl,edge1,59.917574
security_identity,sharded,46.638055,3,47.6566219,EXT-Q27,owlrl,edge1,140.368129
security_identity,sharded,19.284815,3,19.590414499999998,EXT-Q28,owlrl,edge1,57.711129
data_lifecycle,sharded,18.754204,3,18.755970700000002,EXT-Q31,owlrl,edge1,55.743242
data_lifecycle,sharded,11.181463,3,11.5227466,EXT-Q32,owlrl,edge1,33.546853
data_lifecycle,sharded,21.876148,3,22.4046649,EXT-Q33,owlrl,edge1,66.18124
data_lifecycle,sharded,18.572426,3,18.9127592,EXT-Q34,owlrl,edge1,56.00887
data_lifecycle,sharded,15.894537,3,16.2913371,EXT-Q35,owlrl,edge1,48.115074
context_zones,sharded,20.876574,3,21.2022075,EXT-Q36,owlrl,edge1,62.944370000000006
context_zones,sharded,61.278981,3,61.7043318,EXT-Q37,owlrl,edge1,184.159518
context_zones,sharded,34.949537,3,34.9698365,EXT-Q38,owlrl,edge1,104.659796
context_zones,sharded,15.558056,3,15.6114053,EXT-Q39,owlrl,edge1,46.541778
trust,sharded,23.569444,3,24.346444599999998,EXT-Q44,owlrl,edge1,71.21766600000001
trust,sharded,46.277185,3,47.7514354,EXT-Q45,owlrl,edge1,140.37262900000002
decision,sharded,32.801833,3,34.5419164,EXT-Q46,owlrl,edge1,99.860703
decision,sharded,37.753389,3,38.050838999999996,EXT-Q47,owlrl,edge1,113.24888899999999
decision,sharded,33.203963,3,33.3417296,EXT-Q48,owlrl,edge1,99.410297
decision,sharded,27.996519,3,29.1772191,EXT-Q49,owlrl,edge1,85.167242
decision,sharded,33.405685,3,33.9312184,EXT-Q50,owlrl,edge1,99.89422199999998
decision,sharded,31.550149,3,33.797781099999995,EXT-Q51,owlrl,edge1,96.940019
decision,sharded,29.927945,3,30.024311599999997,EXT-Q52,owlrl,edge1,89.46185299999999
decision,sharded,50.614963,3,50.680179700000004,EXT-Q53,owlrl,edge1,151.861611
decision,sharded,29.149,3,29.213850400000002,EXT-Q54,owlrl,edge1,86.884056
decision,sharded,20.61574,3,21.090291099999998,EXT-Q55,owlrl,edge1,62.320702999999995
decision,sharded,49.286796,3,49.499097,EXT-Q56,owlrl,edge1,147.862149
decision,sharded,18.750963,3,19.0648299,EXT-Q57,owlrl,edge1,56.352351999999996
decision,sharded,29.788518,3,29.8441515,EXT-Q58,owlrl,edge1,89.121962
adaptation,sharded,67.187703,3,67.2468033,EXT-Q59,owlrl,edge1,201.198665
adaptation,sharded,26.983907,3,27.0264743,EXT-Q60,owlrl,edge1,80.631796
adaptation,sharded,7.965778,3,8.3788438,EXT-Q61,owlrl,edge1,24.337258
adaptation,sharded,22.672241,3,23.1278741,EXT-Q62,owlrl,edge1,68.504019
delegation,sharded,24.915,3,25.023483300000002,EXT-Q63,owlrl,edge1,74.517962
delegation,sharded,21.213945,3,22.8927105,EXT-Q64,owlrl,edge1,65.501629
delegation,sharded,13.167092,3,13.4117921,EXT-Q65,owlrl,edge1,39.400462000000005
federation,sharded,25.928759,3,26.1499259,EXT-Q66,owlrl,edge1,77.595074
federation,sharded,39.586537,3,39.6927874,EXT-Q67,owlrl,edge1,118.830019
federation,sharded,25.14063,3,25.216797,EXT-Q68,owlrl,edge1,75.44153800000001
federation,sharded,28.575963,3,28.8576801,EXT-Q69,owlrl,edge1,85.586963
audit_temporal,sharded,110.468111,3,111.7425281,EXT-Q70,owlrl,edge1,332.120038
audit_temporal,sharded,42.192908,3,43.7402573,EXT-Q71,owlrl,edge1,128.195705
audit_temporal,sharded,29.517203,3,30.465769700000003,EXT-Q72,owlrl,edge1,89.120591
audit_temporal,sharded,97.75724,3,97.9938077,EXT-Q73,owlrl,edge1,293.463722
audit_temporal,sharded,147.667334,3,266.9870003,EXT-Q74,owlrl,edge1,574.878834
identity_consent,sharded,27.6215,3,28.6138166,BASE-Q01,owlrl,edge2,83.912722
topology,sharded,22.835333,3,22.9310498,BASE-Q02,owlrl,edge2,68.096055
wellbeing,sharded,19.354333,3,19.7556997,BASE-Q03,owlrl,edge2,58.405221
decision,sharded,21.673518,3,21.7913019,BASE-Q04,owlrl,edge2,64.819777
wellbeing,sharded,18.077648,3,18.504214700000002,BASE-Q05,owlrl,edge2,54.662259000000006
wellbeing,sharded,22.947037,3,22.958987200000003,BASE-Q09,owlrl,edge2,68.520778
observability,sharded,28.0275,3,28.3066332,BASE-Q10,owlrl,edge2,83.873944
adaptation,sharded,13.914408,3,14.1680235,BASE-Q12,owlrl,edge2,41.994203
adaptation,sharded,17.846759,3,17.9524595,BASE-Q13,owlrl,edge2,53.134147999999996
identity_consent,sharded,11.932555,3,12.238573,BASE-Q15,owlrl,edge2,36.12576
federation,sharded,24.045889,3,24.491739099999997,BASE-Q16,owlrl,edge2,72.532667
context_zones,sharded,16.09113,3,16.1844465,BASE-Q17,owlrl,edge2,48.306816
context_zones,sharded,9.90937,3,9.9479377,BASE-Q18,owlrl,edge2,29.747463
identity_consent,sharded,24.795778,3,25.8003778,BASE-Q20,owlrl,edge2,75.227055
decision,sharded,26.922796,3,27.543212800000003,BASE-Q21,owlrl,edge2,81.137778
adaptation,sharded,23.539889,3,23.793505399999997,BASE-Q22,owlrl,edge2,70.818685
topology,sharded,21.285425,3,21.4279931,BASE-Q23,owlrl,edge2,63.403684999999996
federation,sharded,25.73037,3,27.9050868,BASE-Q24,owlrl,edge2,79.460537
identity_consent,sharded,13.452296,3,16.6254962,BASE-Q25,owlrl,edge2,43.873239999999996
adaptation,sharded,8.409371,3,9.283520300000001,BASE-Q27,owlrl,edge2,26.151667000000003
identity_consent,sharded,42.834741,3,43.035773999999996,BASE-Q28,owlrl,edge2,128.193129
federation,sharded,6.342204,3,6.4006041,BASE-Q30,owlrl,edge2,19.087851999999998
observability,sharded,23.573778,3,24.0283113,BASE-Q33,owlrl,edge2,71.14863
delegation,sharded,29.324111,3,29.710727600000002,BASE-Q35,owlrl,edge2,88.376167
identity_consent,sharded,24.254111,3,24.5883107,EXT-Q11,owlrl,edge2,73.105481
identity_consent,sharded,24.664389,3,24.729556199999998,EXT-Q12,owlrl,edge2,73.75739
identity_consent,sharded,22.314889,3,22.5091225,EXT-Q13,owlrl,edge2,67.113038
identity_consent,sharded,22.300926,3,22.6332096,EXT-Q14,owlrl,edge2,67.201167
identity_consent,sharded,44.226389,3,44.251355,EXT-Q15,owlrl,edge2,132.351926
identity_consent,sharded,14.532463,3,14.9815297,EXT-Q16,owlrl,edge2,44.077723
identity_consent,sharded,22.136278,3,22.1401444,EXT-Q17,owlrl,edge2,66.09387100000001
identity_consent,sharded,24.030148,3,24.1165813,EXT-Q18,owlrl,edge2,71.704962
identity_consent,sharded,35.892833,3,35.950483399999996,EXT-Q19,owlrl,edge2,107.62611100000001
identity_consent,sharded,12.379204,3,13.2011371,EXT-Q20,owlrl,edge2,37.921204
identity_consent,sharded,22.524129,3,23.4336627,EXT-Q21,owlrl,edge2,68.402369
security_identity,sharded,83.39013,3,230.51518019999997,EXT-Q22,owlrl,edge2,411.36114899999995
data_lifecycle,sharded,23.02687,3,23.5690534,EXT-Q23,owlrl,edge2,69.56548
data_lifecycle,sharded,25.025722,3,26.3760226,EXT-Q24,owlrl,edge2,76.037297
data_lifecycle,sharded,41.982315,3,51.1349478,EXT-Q25,owlrl,edge2,133.97261
security_identity,sharded,18.90576,3,19.3284423,EXT-Q26,owlrl,edge2,56.995166999999995
security_identity,sharded,35.574537,3,35.579453699999995,EXT-Q27,owlrl,edge2,106.619074
security_identity,sharded,18.551371,3,19.1569369,EXT-Q28,owlrl,edge2,56.184815
data_lifecycle,sharded,17.82313,3,18.26053,EXT-Q31,owlrl,edge2,53.924853
data_lifecycle,sharded,10.990167,3,11.2830162,EXT-Q32,owlrl,edge2,33.224277
data_lifecycle,sharded,21.722148,3,21.8630646,EXT-Q33,owlrl,edge2,64.947129
data_lifecycle,sharded,18.5665,3,18.5762164,EXT-Q34,owlrl,edge2,55.382221
data_lifecycle,sharded,14.591649,3,14.752514999999999,EXT-Q35,owlrl,edge2,43.752464
context_zones,sharded,58.968833,3,59.25240049999999,EXT-Q37,owlrl,edge2,177.19174099999998
context_zones,sharded,34.473186,3,34.477335,EXT-Q38,owlrl,edge2,103.11276
trust,sharded,19.171592,3,19.3994756,EXT-Q44,owlrl,edge2,57.65511
trust,sharded,45.538148,3,184.5769817,EXT-Q45,owlrl,edge2,291.034111
decision,sharded,26.481685,3,26.8039012,EXT-Q46,owlrl,edge2,79.621388
decision,sharded,28.797555,3,28.9469217,EXT-Q47,owlrl,edge2,86.185018
decision,sharded,31.284444,3,32.0679606,EXT-Q48,owlrl,edge2,94.503147
decision,sharded,25.452759,3,26.3725419,EXT-Q49,owlrl,edge2,77.369203
decision,sharded,32.805148,3,32.942065,EXT-Q50,owlrl,edge2,98.48763
decision,sharded,23.108778,3,23.3490114,EXT-Q51,owlrl,edge2,69.129352
decision,sharded,22.025574,3,22.7853072,EXT-Q52,owlrl,edge2,66.377982
decision,sharded,47.566019,3,49.5245855,EXT-Q53,owlrl,edge2,144.77452
decision,sharded,26.054722,3,26.771572,EXT-Q54,owlrl,edge2,78.916796
decision,sharded,18.785482,3,18.833748099999998,EXT-Q55,owlrl,edge2,56.390316
decision,sharded,48.035537,3,48.0417533,EXT-Q56,owlrl,edge2,144.077277
decision,sharded,18.660315,3,18.941914200000003,EXT-Q57,owlrl,edge2,56.19224
decision,sharded,29.347426,3,29.4048757,EXT-Q58,owlrl,edge2,87.724592
adaptation,sharded,37.851871,3,38.0282701,EXT-Q59,owlrl,edge2,113.58005500000002
adaptation,sharded,25.163333,3,25.4254337,EXT-Q60,owlrl,edge2,75.578982
adaptation,sharded,7.868111,3,8.252843899999998,EXT-Q61,owlrl,edge2,23.972666
adaptation,sharded,21.590426,3,21.813859100000002,EXT-Q62,owlrl,edge2,64.913426
delegation,sharded,23.654703,3,23.6576037,EXT-Q63,owlrl,edge2,70.666092
delegation,sharded,20.466834,3,20.489866799999998,EXT-Q64,owlrl,edge2,61.124223
delegation,sharded,12.702778,3,12.999994899999999,EXT-Q65,owlrl,edge2,38.347297
federation,sharded,23.544519,3,23.8226685,EXT-Q66,owlrl,edge2,70.65879699999999
federation,sharded,38.175389,3,38.280905,EXT-Q67,owlrl,edge2,114.241481
federation,sharded,24.174277,3,25.516160799999998,EXT-Q68,owlrl,edge2,73.796425
federation,sharded,26.842315,3,30.2955979,EXT-Q69,owlrl,edge2,83.767815
audit_temporal,sharded,35.942852,3,36.2304677,EXT-Q70,owlrl,edge2,108.02024
audit_temporal,sharded,34.428074,3,34.5821414,EXT-Q71,owlrl,edge2,103.118742
audit_temporal,sharded,25.92613,3,27.999712900000002,EXT-Q72,owlrl,edge2,79.962463
audit_temporal,sharded,64.003167,3,65.572767,EXT-Q73,owlrl,edge2,193.361556
audit_temporal,sharded,100.237611,3,100.5524778,EXT-Q74,owlrl,edge2,300.834389
identity_consent,sharded,27.615368,3,28.1921519,BASE-Q01,owlrl,edge3,83.259122
wellbeing,sharded,19.187506,3,19.2665728,BASE-Q03,owlrl,edge3,57.57137
wellbeing,sharded,17.773022,3,17.7833387,BASE-Q05,owlrl,edge3,53.326992000000004
wellbeing,sharded,22.530695,3,23.3408129,BASE-Q09,owlrl,edge3,68.283234
observability,sharded,27.95172,3,28.5808047,BASE-Q10,owlrl,edge3,84.012772
adaptation,sharded,13.948813,3,14.3628643,BASE-Q12,owlrl,edge3,42.094737
adaptation,sharded,17.727263,3,17.7981956,BASE-Q13,owlrl,edge3,52.79414
identity_consent,sharded,11.310903,3,11.567537100000001,BASE-Q15,owlrl,edge3,34.034506
federation,sharded,24.30892,3,24.3847189,BASE-Q16,owlrl,edge3,72.675462
context_zones,sharded,17.479781,3,17.5090976,BASE-Q17,owlrl,edge3,52.135028
context_zones,sharded,9.921809,3,10.0395425,BASE-Q18,owlrl,edge3,29.826593
identity_consent,sharded,24.304215,3,25.3821999,BASE-Q20,owlrl,edge3,73.866258
decision,sharded,26.184607,3,27.029658400000002,BASE-Q21,owlrl,edge3,79.228951
adaptation,sharded,23.608863,3,23.8611465,BASE-Q22,owlrl,edge3,71.016811
topology,sharded,20.422785,3,21.1625184,BASE-Q23,owlrl,edge3,62.082003
federation,sharded,25.081884,3,25.5362832,BASE-Q24,owlrl,edge3,75.60892799999999
identity_consent,sharded,12.872627,3,13.553010800000001,BASE-Q25,owlrl,edge3,39.294752
adaptation,sharded,8.372807,3,8.633357,BASE-Q27,owlrl,edge3,25.339643000000002
identity_consent,sharded,42.605257,3,42.94984,BASE-Q28,owlrl,edge3,128.07369599999998
federation,sharded,6.655063,3,6.6648631,BASE-Q30,owlrl,edge3,19.864968
delegation,sharded,28.860184,3,29.4693184,BASE-Q35,owlrl,edge3,86.834368
identity_consent,sharded,26.081311,3,26.1337774,EXT-Q11,owlrl,edge3,77.998321
identity_consent,sharded,26.008866,3,26.0230491,EXT-Q12,owlrl,edge3,77.649949
identity_consent,sharded,22.547491,3,23.4879928,EXT-Q13,owlrl,edge3,68.441938
identity_consent,sharded,22.554695,3,22.8509453,EXT-Q14,owlrl,edge3,67.570825
identity_consent,sharded,45.276001,3,46.5581194,EXT-Q15,owlrl,edge3,137.181412
identity_consent,sharded,14.55137,3,14.5763702,EXT-Q16,owlrl,edge3,43.56611
identity_consent,sharded,22.216769,3,22.3613018,EXT-Q17,owlrl,edge3,66.681158
identity_consent,sharded,23.726789,3,23.9471396,EXT-Q18,owlrl,edge3,71.242127
identity_consent,sharded,35.721359,3,35.764026199999996,EXT-Q19,owlrl,edge3,106.915708
identity_consent,sharded,12.621145,3,12.7973623,EXT-Q20,owlrl,edge3,37.649917
identity_consent,sharded,22.672639,3,23.11534,EXT-Q21,owlrl,edge3,68.011233
security_identity,sharded,85.405255,3,203.2285192,EXT-Q22,owlrl,edge3,382.062996
data_lifecycle,sharded,22.926769,3,23.167835800000002,EXT-Q23,owlrl,edge3,68.820029
data_lifecycle,sharded,24.638698,3,24.7237804,EXT-Q24,owlrl,edge3,73.85759300000001
data_lifecycle,sharded,39.687013,3,39.7067788,EXT-Q25,owlrl,edge3,118.769759
security_identity,sharded,18.54419,3,18.5709227,EXT-Q26,owlrl,edge3,55.614588
security_identity,sharded,35.185711,3,35.3487784,EXT-Q27,owlrl,edge3,105.686486
security_identity,sharded,18.935764,3,18.951964,EXT-Q28,owlrl,edge3,56.366310999999996
data_lifecycle,sharded,17.706244,3,17.814478,EXT-Q31,owlrl,edge3,53.237122
data_lifecycle,sharded,10.859773,3,10.8722731,EXT-Q32,owlrl,edge3,32.550319
data_lifecycle,sharded,21.295768,3,21.738750699999997,EXT-Q33,owlrl,edge3,64.351136
data_lifecycle,sharded,18.198893,3,18.458226200000002,EXT-Q34,owlrl,edge3,54.86392000000001
data_lifecycle,sharded,14.698685,3,15.004919,EXT-Q35,owlrl,edge3,44.025334
context_zones,sharded,59.202112,3,61.0492801,EXT-Q37,owlrl,edge3,179.29878
context_zones,sharded,35.108489,3,36.6197735,EXT-Q38,owlrl,edge3,106.790042
trust,sharded,19.571969,3,19.5762683,EXT-Q44,owlrl,edge3,58.428090999999995
trust,sharded,45.550353,3,45.754836600000004,EXT-Q45,owlrl,edge3,136.737393
decision,sharded,26.595348,3,26.6574984,EXT-Q46,owlrl,edge3,79.55747
decision,sharded,28.312313,3,28.6499804,EXT-Q47,owlrl,edge3,85.304866
decision,sharded,30.501057,3,30.9181071,EXT-Q48,owlrl,edge3,91.89644899999999
decision,sharded,25.202939,3,144.0033044,EXT-Q49,owlrl,edge3,207.281463
decision,sharded,32.496337,3,32.5460197,EXT-Q50,owlrl,edge3,97.538344
decision,sharded,22.92538,3,23.120197599999997,EXT-Q51,owlrl,edge3,68.592567
decision,sharded,21.30223,3,21.5908141,EXT-Q52,owlrl,edge3,64.136154
decision,sharded,47.306411,3,47.416778,EXT-Q53,owlrl,edge3,141.893789
decision,sharded,26.400977,3,26.5856435,EXT-Q54,owlrl,edge3,79.255246
decision,sharded,19.488932,3,19.498548500000002,EXT-Q55,owlrl,edge3,58.216832
decision,sharded,48.006893,3,48.0312101,EXT-Q56,owlrl,edge3,144.03249399999999
decision,sharded,18.913098,3,18.9623478,EXT-Q57,owlrl,edge3,56.733979000000005
decision,sharded,29.2175,3,29.221233199999997,EXT-Q58,owlrl,edge3,87.606721
adaptation,sharded,37.84738,3,37.8607972,EXT-Q59,owlrl,edge3,113.530326
adaptation,sharded,25.260458,3,25.339658,EXT-Q60,owlrl,edge3,75.855632
adaptation,sharded,7.772436,3,8.083485900000001,EXT-Q61,owlrl,edge3,23.569844
adaptation,sharded,21.924139,3,22.5452065,EXT-Q62,owlrl,edge3,65.934102
delegation,sharded,23.720363,3,24.4174643,EXT-Q63,owlrl,edge3,71.447867
delegation,sharded,20.13071,3,20.52311,EXT-Q64,owlrl,edge3,60.612
delegation,sharded,12.583275,3,12.6471912,EXT-Q65,owlrl,edge3,37.814583999999996
federation,sharded,23.498289,3,23.704805699999998,EXT-Q66,owlrl,edge3,70.59933
federation,sharded,38.284993,3,38.2976425,EXT-Q67,owlrl,edge3,114.819756
federation,sharded,24.28829,3,25.1850581,EXT-Q68,owlrl,edge3,73.791926
federation,sharded,26.744737,3,26.884654599999998,EXT-Q69,owlrl,edge3,80.20297099999999
audit_temporal,sharded,34.540339,3,35.4545077,EXT-Q70,owlrl,edge3,104.492853
audit_temporal,sharded,34.122894,3,34.627745399999995,EXT-Q71,owlrl,edge3,102.86874
audit_temporal,sharded,26.049607,3,26.186857,EXT-Q72,owlrl,edge3,78.23145
audit_temporal,sharded,63.446727,3,63.5996604,EXT-Q73,owlrl,edge3,190.108181
audit_temporal,sharded,100.118532,3,100.3569168,EXT-Q74,owlrl,edge3,300.211764
observability,sharded,36.056518,3,155.19581799999997,BASE-Q07,owlrl,fog,238.324628
observability,sharded,37.752685,3,154.7766844,BASE-Q08,owlrl,fog,242.67744299999998
