attributed_query_ms,completed_request_equivalents,mean_query_ms,policy,reasoner
1493.2036478333332,5.5,271.4915723333333,P-AUD-02,rdfs_owlrl
4.900819333333333,1.0,4.900819333333333,P-AUD-03,rdfs_owlrl
6243.5343060000005,6.0,1040.5890510000002,P-GOV-05,rdfs_owlrl
9711.2636035,7.0,1387.3233719285713,P-CONS-02,rdfs_owlrl
960.6274824999999,4.0,240.15687062499998,P-CONS-03,rdfs_owlrl
7.519633,2.5,3.0078532,P-DATA-05,rdfs_owlrl
5.444158666666667,1.0,5.444158666666667,P-FL-06,rdfs_owlrl
98.35087899999999,3.0,32.78362633333333,P-VAL-08,rdfs_owlrl
4.096441,1.5,2.730960666666667,P-AUD-04,rdfs_owlrl
23.498714,6.0,3.9164523333333334,P-DATA-08,rdfs_owlrl
5.0147865,1.5,3.3431909999999996,P-ZONE-03,rdfs_owlrl
15.335754,1.5,10.223836,P-ADAPT-04,rdfs_owlrl
15.335754,1.5,10.223836,P-ADAPT-07,rdfs_owlrl
8.9109465,1.5,5.940631,P-MODEL-02,rdfs_owlrl
106.55242,3.0,35.517473333333335,P-DATA-09,rdfs_owlrl
35.551233,6.0,5.925205500000001,P-MODEL-04,rdfs_owlrl
4.726441333333333,1.0,4.726441333333333,P-ADAPT-03,rdfs_owlrl
27.786635,1.5,18.524423333333335,P-MODEL-08,rdfs_owlrl
3.018518333333333,0.3333333333333333,9.055555,P-MODEL-07,rdfs_owlrl
