architecture,endpoint,role,profile,dimension,dimension_value,reasoner,repetition,synthetic_users,target_triples,rule_count,padding_mode,status,error,prepare_wall_ms,generation_ms,reasoning_ms,input_triples,output_triples,inferred_triples,closure_expansion_factor,process_cpu_ms,current_rss_kib,peak_rss_kib,disk_read_bytes,disk_write_bytes,timeout_seconds
physical,http://10.151.73.34:8391,edge1,triples-500000,target_triples,500000,owlrl,1,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,triples-500000,target_triples,500000,owlrl,2,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,triples-500000,target_triples,500000,owlrl,3,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,triples-500000,target_triples,500000,rdfs_owlrl,1,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,triples-500000,target_triples,500000,rdfs_owlrl,2,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,triples-500000,target_triples,500000,rdfs_owlrl,3,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-0,rule_count,0,rdfs,1,500,50000,0,neutral,completed,,27878.350579,1311.672277,24966.899689,50000,87875,37875,1.7575,27856.077154,169152,356328,0,0,45.0
physical,http://10.151.73.34:8391,edge1,rules-0,rule_count,0,rdfs,2,500,50000,0,neutral,completed,,27418.22844,909.581259,24078.345856,50000,87875,37875,1.7575,27231.871078,167356,356328,0,0,45.0
physical,http://10.151.73.34:8391,edge1,rules-0,rule_count,0,rdfs,3,500,50000,0,neutral,completed,,27237.900976,1393.037517,23995.830893,50000,87875,37875,1.7575,27094.339189,171976,356328,0,0,45.0
physical,http://10.151.73.34:8391,edge1,rules-0,rule_count,0,owlrl,1,500,50000,0,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-0,rule_count,0,owlrl,2,500,50000,0,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-0,rule_count,0,owlrl,3,500,50000,0,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-0,rule_count,0,rdfs_owlrl,1,500,50000,0,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-0,rule_count,0,rdfs_owlrl,2,500,50000,0,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-0,rule_count,0,rdfs_owlrl,3,500,50000,0,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-25,rule_count,25,rdfs,1,500,50000,25,neutral,completed,,40344.158547,1771.036758,37061.786015,50000,88175,38175,1.7635,40239.919048,175036,356328,0,0,45.0
physical,http://10.151.73.34:8391,edge1,rules-25,rule_count,25,rdfs,2,500,50000,25,neutral,completed,,39014.692045,1377.765851,36110.972867,50000,88175,38175,1.7635,38913.975712,180420,356328,0,0,45.0
physical,http://10.151.73.34:8391,edge1,rules-25,rule_count,25,rdfs,3,500,50000,25,neutral,completed,,39014.246312,1387.705759,36137.635867,50000,88175,38175,1.7635,38978.723689,179644,356328,0,0,45.0
physical,http://10.151.73.34:8391,edge1,rules-25,rule_count,25,owlrl,1,500,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-25,rule_count,25,owlrl,2,500,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-25,rule_count,25,owlrl,3,500,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-25,rule_count,25,rdfs_owlrl,1,500,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-25,rule_count,25,rdfs_owlrl,2,500,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-25,rule_count,25,rdfs_owlrl,3,500,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-50,rule_count,50,rdfs,1,500,50000,50,neutral,completed,,43213.142992,665.252944,40113.985884,50000,89100,39100,1.782,42973.305586,185028,356328,0,0,45.0
physical,http://10.151.73.34:8391,edge1,rules-50,rule_count,50,rdfs,2,500,50000,50,neutral,completed,,43417.216409,939.496536,39964.737976,50000,89100,39100,1.782,43371.193173,182972,356328,0,0,45.0
physical,http://10.151.73.34:8391,edge1,rules-50,rule_count,50,rdfs,3,500,50000,50,neutral,completed,,43212.444042,1417.305648,39964.90768,50000,89100,39100,1.782,43107.464576,184772,356328,0,0,45.0
physical,http://10.151.73.34:8391,edge1,rules-50,rule_count,50,owlrl,1,500,50000,50,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-50,rule_count,50,owlrl,2,500,50000,50,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-50,rule_count,50,owlrl,3,500,50000,50,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-50,rule_count,50,rdfs_owlrl,1,500,50000,50,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-50,rule_count,50,rdfs_owlrl,2,500,50000,50,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-50,rule_count,50,rdfs_owlrl,3,500,50000,50,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-100,rule_count,100,rdfs,1,500,50000,100,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-100,rule_count,100,rdfs,2,500,50000,100,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-100,rule_count,100,rdfs,3,500,50000,100,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-100,rule_count,100,owlrl,1,500,50000,100,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-100,rule_count,100,owlrl,2,500,50000,100,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-100,rule_count,100,owlrl,3,500,50000,100,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-100,rule_count,100,rdfs_owlrl,1,500,50000,100,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-100,rule_count,100,rdfs_owlrl,2,500,50000,100,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-100,rule_count,100,rdfs_owlrl,3,500,50000,100,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-250,rule_count,250,rdfs,1,500,50000,250,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-250,rule_count,250,rdfs,2,500,50000,250,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-250,rule_count,250,rdfs,3,500,50000,250,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-250,rule_count,250,owlrl,1,500,50000,250,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-250,rule_count,250,owlrl,2,500,50000,250,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-250,rule_count,250,owlrl,3,500,50000,250,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-250,rule_count,250,rdfs_owlrl,1,500,50000,250,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-250,rule_count,250,rdfs_owlrl,2,500,50000,250,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,rules-250,rule_count,250,rdfs_owlrl,3,500,50000,250,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-500,users,500,rdfs,1,500,0,25,neutral,completed,,23361.058825,1459.86148,21036.941969,43097,67445,24348,1.5649581177344132,23254.812384,181692,356328,0,0,45.0
physical,http://10.151.73.34:8391,edge1,users-500,users,500,rdfs,2,500,0,25,neutral,completed,,22120.354697,1320.774777,19689.184581,43097,67445,24348,1.5649581177344132,22025.424222,176820,356328,0,0,45.0
physical,http://10.151.73.34:8391,edge1,users-500,users,500,rdfs,3,500,0,25,neutral,completed,,22629.725394,869.678981,19998.467692,43097,67445,24348,1.5649581177344132,22412.564023,175540,356328,0,0,45.0
physical,http://10.151.73.34:8391,edge1,users-500,users,500,owlrl,1,500,0,25,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-500,users,500,owlrl,2,500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-500,users,500,owlrl,3,500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-500,users,500,rdfs_owlrl,1,500,0,25,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-500,users,500,rdfs_owlrl,2,500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-500,users,500,rdfs_owlrl,3,500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-1000,users,1000,rdfs,1,1000,0,25,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-1000,users,1000,rdfs,2,1000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-1000,users,1000,rdfs,3,1000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-1000,users,1000,owlrl,1,1000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-1000,users,1000,owlrl,2,1000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-1000,users,1000,owlrl,3,1000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-1000,users,1000,rdfs_owlrl,1,1000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-1000,users,1000,rdfs_owlrl,2,1000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-1000,users,1000,rdfs_owlrl,3,1000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-2500,users,2500,rdfs,1,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-2500,users,2500,rdfs,2,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-2500,users,2500,rdfs,3,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-2500,users,2500,owlrl,1,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-2500,users,2500,owlrl,2,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-2500,users,2500,owlrl,3,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-2500,users,2500,rdfs_owlrl,1,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-2500,users,2500,rdfs_owlrl,2,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-2500,users,2500,rdfs_owlrl,3,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-5000,users,5000,rdfs,1,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-5000,users,5000,rdfs,2,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-5000,users,5000,rdfs,3,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-5000,users,5000,owlrl,1,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-5000,users,5000,owlrl,2,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-5000,users,5000,owlrl,3,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-5000,users,5000,rdfs_owlrl,1,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-5000,users,5000,rdfs_owlrl,2,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-5000,users,5000,rdfs_owlrl,3,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-10000,users,10000,rdfs,1,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-10000,users,10000,rdfs,2,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-10000,users,10000,rdfs,3,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-10000,users,10000,owlrl,1,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-10000,users,10000,owlrl,2,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-10000,users,10000,owlrl,3,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-10000,users,10000,rdfs_owlrl,1,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-10000,users,10000,rdfs_owlrl,2,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.34:8391,edge1,users-10000,users,10000,rdfs_owlrl,3,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.143:8391,edge2,triples-25000,target_triples,25000,rdfs,1,100,25000,25,neutral,completed,,31539.194067,1289.460518,28758.687039,25000,53699,28699,2.14796,31293.758768,156020,362636,0,0,45.0
physical,http://10.151.73.143:8391,edge2,triples-25000,target_triples,25000,rdfs,2,100,25000,25,neutral,completed,,30720.256906,131.846611,28678.640687,25000,53699,28699,2.14796,30515.033773,142196,362636,0,0,45.0
physical,http://10.151.73.143:8391,edge2,triples-25000,target_triples,25000,rdfs,3,100,25000,25,neutral,completed,,31129.296897,132.486963,29080.001686,25000,53699,28699,2.14796,30962.549317,140140,362636,0,0,45.0
physical,http://10.151.73.143:8391,edge2,triples-25000,target_triples,25000,owlrl,1,100,25000,25,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.143:8391,edge2,triples-25000,target_triples,25000,owlrl,2,100,25000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.143:8391,edge2,triples-25000,target_triples,25000,owlrl,3,100,25000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.143:8391,edge2,triples-25000,target_triples,25000,rdfs_owlrl,1,100,25000,25,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.143:8391,edge2,triples-25000,target_triples,25000,rdfs_owlrl,2,100,25000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.143:8391,edge2,triples-25000,target_triples,25000,rdfs_owlrl,3,100,25000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
